小图代码,大图代码,顺序,名称,版本,地点,X,Y,天气,天气图片,时间,动作,动作代码,动作图片,备注,位置图片1,位置图片2
081751.tex,081251.tex,1,莱韦耶勒尔府,晓月篇,旧萨雷安,15.6,8,,,,张望,/lookout,064022.tex,莱韦耶勒尔家的宅邸。以当代家主富尔什诺为首，莱韦耶勒尔家族中现有多名成员于哲学家议会就任议员一职。贤才辈出的莱韦耶勒尔家是萨雷安首屈一指的名门望族。这座历经300年依旧雍容优雅的美丽宅邸，被众多的萨雷安人视为本国建筑史上最为珍贵的历史文化遗产之一。,sla,daibu
081752.tex,081252.tex,2,知识神海港,晓月篇,旧萨雷安,11.8,15.8,,,,张望,/lookout,064022.tex,旧萨雷安的海港区，知识神沙利亚克的石像佇立于此，看顾着船只往来穿梭。萨雷安人以守护神为港口命名的同时，也在此地为知识神沙利亚克塑造了巨型雕像。除此之外，这座港口也以其独具一格的圆弧形码头而闻名海外。,,daibu
081753.tex,081253.tex,3,哲学家议会会场,晓月篇,旧萨雷安,10.8,6.8,,,,张望,/lookout,064022.tex,哲学家议会的会场。99套桌椅按照螺旋形安排地疏密有致，以便议会所有在任的99名议员都能齐聚一堂参加议会。如果有机会从空中俯瞰会场，你会发现会场的桌椅排布组成的图案正是传说中容纳了知识之水的螺，这个图案同样也出现在萨雷安的国旗上。,,daibu
081754.tex,081254.tex,4,所思大书院,晓月篇,旧萨雷安,4.5,11.3,,,,张望,/lookout,064022.tex,萨雷安魔法大学闻名于世的壮举，世界上最大规模的图书馆。作为迦巴勒幻想图书馆的本馆，馆藏有来自世界各地的种类繁多的书籍文献。馆内正在编纂?世界图鉴?，旨在将世间所有的知识都编辑在案。,,daibu
081755.tex,081255.tex,5,哲学家广场,晓月篇,旧萨雷安,11.2,10,,,,张望,/lookout,064022.tex,哲学家议会讨论萨雷安政策等家国大事时使用的议事堂。过去只是一座普通的圆形露天广场，议员们风雨无阻地在此为了真理争论不休。然而，有一天广场上却发生了不幸的事故，落雷导致的人员伤亡打断了会议。为了避免发生类似的悲剧，萨雷安人建造了新的议事堂，如今这座宏伟的石造建筑保证了辩论的胜负再也不会受到天气左右。,,daibu
081756.tex,081256.tex,6,漂流的终点,晓月篇,旧萨雷安,15.1,9.6,,,,张望,/lookout,064022.tex,占据旧萨雷安东部大部分区域的居住区。第六星历初期，暴雨导致的大洪水结束之后，为了躲避野蛮的争斗，难民中那些受过萨雷安创始人纽恩克雷夫恩惠的人追随他离开了基拉巴尼亚，通过龙堡地区前往北洋，来到了现在的萨雷安。这块海鹦聚居的栖息地就是他们最初登陆的地方。这个名字也由此而来。,,daibu
081757.tex,081257.tex,7,公开讲堂,晓月篇,旧萨雷安,3.2,9,,,,张望,/lookout,064022.tex,位于萨雷安魔法大学所见大讲堂中的教室。无论是魔法大学的学生，还是广大的市民，不需要任何邀请和证明，所有人都可以在此参加魔法大学开设的公开课。这间看似开阔的教室，时常因为人气教师登坛授课而人满为患。,,daibu
081758.tex,081258.tex,8,鲁维达纺丝局,晓月篇,拉札罕,7.9,13.3,,,,张望,/lookout,064022.tex,生产优质绢丝的拉札罕著名国营工房。多年以来鲁维达纺丝局养蚕及纺丝的技术都是拉札罕的不传之秘，现在乌尔达哈等诸多海外国家也开始自行养蚕，更是加剧了鲁维达纺丝局的危机感，现在这里的戒备愈发森严拒绝一切闲杂人等靠近。,lzh,daibu
081759.tex,081259.tex,9,巴尔夏恩大巴扎,晓月篇,拉札罕,10.6,9.4,,,,张望,/lookout,064022.tex,如果商业是拉札罕的血管，那么巴尔夏恩大巴扎就是拉札罕的心脏。这座室内市场的名字来自传说中的伟大商人巴尔夏恩。据说巴尔夏恩穿梭在各国之间，赚取了难以计数的惊人财产，他的遗愿就是用自己的遗产建立一座宏伟的大巴扎。多年后的今天，这座市场如他所愿，无数的黄金与商品日夜往来奔流不息。,,daibu
081760.tex,081260.tex,10,妮洛帕拉畜产局,晓月篇,拉札罕,7.7,14.1,,,,张望,/lookout,064022.tex,拉札罕的畜牧研究所。拉札罕人最开始饲养桓娑只是为了采取它们的毒液作为炼金素材，直到有一位名叫妮洛帕拉的驯兽人发明了去除桓娑毒腺的技术，桓娑才得以作为肉用动物走上舞台。没过多久，桓娑就以其美味多汁的鲜美肉质一跃成为拉札罕菜系中的主要原料之一，并由此成了远近闻名的美味。,,daibu
081761.tex,081261.tex,11,梅丽德酒房,晓月篇,拉札罕,11.2,7.2,,,,张望,/lookout,064022.tex,梅丽德经营的酒房，主要提供各种简餐和酒类的餐饮店。店内售卖当地炼金术士酿造的各种各样的蒸馏酒。酒房邀请了舞者在店内进行表演，这种汲取了萨维奈传统舞蹈要素的表演形式因此大受欢迎，在外国游客中具有极高的人气。,,daibu
081762.tex,081262.tex,12,云使宫,晓月篇,拉札罕,5.1,13.2,,,,张望,/lookout,064022.tex,这座宫殿既是拉札罕总督的私人宅邸，同时也是整个拉札罕的政治中心。云使宫的名字取自悌阳象族的古语，意为“来自云间的使者”。这座宫殿正如这个名字所述的那样，建造在巨石的顶端。有求于总督的请愿者，总督为了解决问题派出的使者，云使宫的高度从未影响它的大门为人敞开。,,daibu
081763.tex,081263.tex,13,阿尔扎达尔庙,晓月篇,拉札罕,10.9,12.1,,,,张望,/lookout,064022.tex,阿尔扎达尔，从大陆移居至萨维奈的敖龙族中最为伟大的族长之一。这里是为了供奉他而建立的庙宇。在他活着的时代，萨维奈岛上的象魔族分裂为悌阳象族和魔邪象族两派征战不休。根据传说，是阿尔扎达尔带领族人加入了前者的派系，与悌阳象族一同为萨维奈岛带来了和平。,,daibu
081796.tex,081296.tex,14,鲁维达纺丝局空中花园,晓月篇,拉札罕,8.6,13.1,,,,张望,/lookout,064022.tex,位于拉札罕引以为傲的国营纺丝局楼顶，常人难以企及的空中花园。众多桑树包围之中安放着一座黄金制成的伽迦象雕塑。根据本地传说，在这座雕塑上坐过的人都能获得好运。其中最有力的佐证就是，那些不够幸运的人早在爬到这里的路上摔死了，你显然比他们幸运多了。,,daibu
081764.tex,081264.tex,15,人工之路,晓月篇,迷津,20.4,7.5,,,,张望,/lookout,064022.tex,安置在迷津的数台巨型升降机之一，连接了地上的旧萨雷安与设立在地下的大型贮藏研究综合设施迷津。所有经过这台升降机到达地下的人或物资都会经过堪称迷津大门的卫辅城上层区域，然后在此分流，前往对应的设施。,mj,daibu
081765.tex,081265.tex,16,惊愕所,晓月篇,迷津,15,25.3,,,,张望,/lookout,064022.tex,惊愕所的名字取自于古语，在古语中这个词被描述为人们面对新知识时的讶异、好奇和敬畏，这种“惊愕”也被认为是求知的原动力。萨雷安人正是出于惊愕在这里建立了探索星海的据点，并藉此与星海深处的海德林接触。这一次接触推动了萨雷安人将惊愕所改建为一座船坞，并最终于此建造了飞往月球的方舟。,,daibu
081766.tex,081266.tex,17,梅丽奥尔实验农场,晓月篇,迷津,30.8,18.7,,,,张望,/lookout,064022.tex,专注于研究植物、农作物及农业种植技术的实验农场，拾穗人们从世界各地收集来的植物样本最终都汇聚在这里。农场的名字取自“七贤人”之一的梅丽奥尔，她是为萨雷安建国做出了巨大贡献的先驱之一。正是她运用自己作为园艺工的知识，开垦了荒芜贫瘠的海岛，才保证了漂流至此的萨雷安先民免于饥馑。,,daibu
081767.tex,081267.tex,18,洞穴生物繁殖区,晓月篇,迷津,38.4,13.7,,,,张望,/lookout,064022.tex,繁育洞穴生物的区域，萨雷安人在这里培养各种用于研究的洞穴生物。过量繁殖的洞穴生物屡次涌出洞口肆意逃亡，给其他研究部门造成了很大的损失，使得洞穴生物繁殖区以事故多发而臭名昭著。又及，洞穴生物的粪便含有丰富的磷，他们的粪便也是肥料研究的主要原料之一。,,daibu
081768.tex,081268.tex,19,小萨雷安,晓月篇,迷津,22.4,17.5,,,,张望,/lookout,064022.tex,小萨雷安位于迷津的内环区域，是内环工作人员们的宿舍。哲学家议会将整个内环区域划定为高度机密事项，为了避免泄密，所有员工出入都受到一套极为严肃的管理办法控制。由于往返地面的繁琐手续影响，这些工作人员几乎一直生活在这个简易村落里。,,daibu
081769.tex,081269.tex,20,新港,晓月篇,萨维奈岛,26.2,33.6,,,,张望,/lookout,064022.tex,位于萨维奈岛南部的港口，新港这个名字源于出身大陆的移民称呼这座城市时使用的古语。由于大型船只很难驶入萨维奈岛周边的浅海，所以远洋航行的大型交易船一般在新港对岸的光明岛靠岸，再通过小型驳船将船上货物运抵拉札罕。,swnd,daibu
081770.tex,081270.tex,21,卡嘉雅舞台,晓月篇,萨维奈岛,22.5,19.6,,,,张望,/lookout,064022.tex,武之舞蹈“战舞”的创立者卡嘉雅，这座露天舞台拥有的不只是这位传奇舞者的名字，人们还在这里模仿她的形象设立了数座石雕像。如今，那些继承了她的技艺将战舞发扬光大的舞者们还会时常回到这里，向着诸神与先祖献上自己的舞蹈。,,daibu
081771.tex,081271.tex,22,巨胆石采掘场,晓月篇,萨维奈岛,19.9,6.9,,,,张望,/lookout,064022.tex,这里是盛产萨维奈岛的主要特产之一“巨人石”的采石场。巨人石是一种呈现独特紫色的石材，拥有硬度高、以太传导率高等多种优点。巨人石并不只是一种建筑材料，无论是制作武器防具的原料，还是作为生产炼金药的素材，它都有自己独特的作用，巨人石无疑是一种不可多得的优秀石材。,,daibu
081772.tex,081272.tex,23,众僧林园,晓月篇,萨维奈岛,29.3,24.9,,,,张望,/lookout,064022.tex,分布在萨维奈岛内陆地区的广阔密林区域。在密林内部，众多寺院神殿星罗棋布，尽管其中的大部分都已经遭到废弃，但从这些庙宇的断壁残垣中仍能窥见当地居民祭祀众神的盛况。过去这些庙宇中曾经居住着无数信仰坚贞的僧侣，这片密林由此得名众僧林园。,,daibu
081773.tex,081273.tex,24,摩耶幻泉,晓月篇,萨维奈岛,26.5,24.1,,,,张望,/lookout,064022.tex,很久以前，这里曾经是悌阳象族僧侣们聚集生活的寺院。这些施掌术法的僧侣在这里一同生活，为了获得传说中被称为摩耶的神通力而努力修行。现在，僧侣们移居到了森林的深处，被他们抛弃的寺庙遗迹无人看顾，大半被雨水淹没，水面下隐约可见的巨石留给人们无限遐想。,,daibu
081774.tex,081274.tex,25,代米尔遗烈乡,晓月篇,萨维奈岛,9.8,23.2,,,,张望,/lookout,064022.tex,即使是在炼金术的发源地也赫赫有名的炼金术家族“代米尔一族”，代米尔遗烈乡就是由他们在萨维奈岛创立的村落。为了称颂这个家族为炼金术做出的伟大贡献，当地人将这里称为“遗烈乡”的同时，不忘继续专注于炼金术的研究。时至今日，这里也是最高水准的炼金术人才聚集地。,,daibu
081775.tex,081275.tex,26,第三站,晓月篇,加雷马,32.3,18.5,,,,张望,/lookout,064022.tex,第三站，是魔导列车网络的一部分。加雷马人用铁轨将首都加雷马不同功能的区域联系在一起，构成了庞大的魔导列车网络。第三站站内设有停车库、发电机等主要设施。在内乱后，第一军团的残部舍弃了毁坏殆尽的首都，聚集在第三站，将这里作为新的临时军团本部。,jlm,daibu
081776.tex,081276.tex,27,朱图尔娜七号水上钻井平台,晓月篇,加雷马,29.6,34.1,,,,张望,/lookout,064022.tex,位于大青湖中的水上采矿平台，加雷马人建造了这座平台，以从大青湖底开采青磷水。平台能够从湖底抽取青磷水和水的混合液用于后续精炼。在加雷马的周边，类似的水上钻井平台还有六个。然而，受到内战影响，所有的平台都已经失去了原来的功能，不再工作了。,,daibu
081777.tex,081277.tex,28,脱轨列车,晓月篇,加雷马,29.5,23.3,,,,张望,/lookout,064022.tex,脱轨之后被抛弃的魔导列车。这种49式列车在帝国健在的时代是贵族专用的魔导列车，只有贵族或高位军人，以及受到以上二者推荐的市民才有资格乘坐。根据现有的痕迹可以猜测这辆列车曾试图逃离帝都，然而行驶过程中却受到了袭击，被精炼的帝国兵展开的攻势导致了这辆列车翻车脱轨。,,daibu
081778.tex,081278.tex,29,加雷马元老院,晓月篇,加雷马,16.9,9.2,,,,张望,/lookout,064022.tex,元老院在加雷马共和国时代曾经是这个国家的国家权力机关，当加雷马帝国由共和国转变为帝制后，元老院也转型成了为皇帝进言、协助皇帝统治的辅佐机关。后来，正是这座巍峨的建筑物中的无数次表决开启了加雷马帝国的远征，并在随之诞生的血雨腥风中将无数的财富聚集到了加雷马。,,daibu
081779.tex,081279.tex,30,都市区,晓月篇,加雷马,19.3,16.8,,,,张望,/lookout,064022.tex,加雷马帝国。近乎将全世界纳入麾下的庞然大物，如果把加雷马帝国比作一个人，那都市区就是他的心脏。都市区作为加雷马帝国首都的核心区域，可谓是这个庞大帝国的政治、军事、经济中心。然而，两大军团围绕着皇位的残酷内战之后，加雷马帝都又遭到了建造巴别塔的精炼者洗劫，轮番重创之下，往日的辉煌荡然无存。,,daibu
081780.tex,081280.tex,31,索鲁斯广场,晓月篇,加雷马,29.1,8.6,,,,张望,/lookout,064022.tex,这里原本是进行第二次东方远征之际，加雷马帝国初代皇帝索鲁斯皇帝举办出征前的阅兵仪式的广场。在这次远征中加雷马帝国成功征服了达尔马斯卡，既是为了纪念这场战役的成功，也是为了称颂索鲁斯皇帝的伟业。加雷马人修缮了广场，将这里改建成了专做纪念这场战役和皇帝的设施。,,daibu
081781.tex,081281.tex,32,异土庭,晓月篇,厄尔庇斯,33,29.3,,,,张望,/lookout,064022.tex,聚集在这间小屋里的研究员们有着与众不同的想法，他们以“创造出创造魔法所不能创造的东西”为目标聚集于此。这些研究员们将拥有不同特征的创造生物带到这里，诱使它们互相自然交配。期待自然之力赐予的某种巧合能够给予创造生物们一个全新的机会，创造出人智所不曾想象的崭新成果。,eeps,daibu
081782.tex,081282.tex,33,转移六洋院,晓月篇,厄尔庇斯,10.1,13.5,,,,张望,/lookout,064022.tex,转移六洋院是极北造物院的分馆之一。转移六洋院的主要职能是分析海洋生物，在该领域内对生物进行观察和评估。虽然从外观上很难想象，但其实看似狭窄的转移六洋院设施使用了特殊的魔法，内部宽敞得超乎想象，评估海洋生物所需的六种海洋环境，在设施内都能完美再现。,,daibu
081783.tex,081283.tex,34,忘海,晓月篇,厄尔庇斯,31.7,15.7,,,,张望,/lookout,064022.tex,经过大量谨慎的检讨调查之后，那些仍旧未能得到许可，不被允许投放到世上的创造生物最终都会来到这里。研究员们将在这汪泉水中从魔法层面上“释放”创造生物的生命，将它们送归冥界。这方美妙至极的景致之下，是经历悲痛离别的厄尔庇斯为创造生物洒落的泪光。,,daibu
081784.tex,081284.tex,35,极北造物院,晓月篇,厄尔庇斯,14.9,7.2,,,,张望,/lookout,064022.tex,极北造物院是厄尔庇斯的中枢，是厄尔庇斯最大的也最为重要的核心机构。极北造物院内部通过魔法重现了各种各样的自然环境，创造生物在院内均能在最理想的环境中得到最好的照顾。大量的创造生物在此等待极北造物院的审查，只有通过审查得到认可的生物才能投放世间。,,daibu
081785.tex,081285.tex,36,醒悟天测园,晓月篇,厄尔庇斯,24.5,22.8,,,,张望,/lookout,064022.tex,古代人用来命名醒悟天测园的这个词，在他们所使用的语言中其实还有“认知”或者“发现”的意思。这个聚落是那些在极北造物院工作的监察官们居住的地方。他们的职责就是在日常生活中观察调查各种创造生物，判断它们的存在是否对这个世界有益。,,daibu
081786.tex,081286.tex,37,西德尼亚丘陵,晓月篇,叹息海,11.3,22,,,,张望,/lookout,064022.tex,唐突出现在叹息海的岩石，呈现出人脸一般的形状。显而易见不可能是自然生成的产物，究竟是谁参照了什么人才将岩石雕刻成了这样还不得而知。不过有一点是可以确认的，被当成模特的那个人肯定不是自愿把脸放到月球上的。,txh,daibu
081787.tex,081287.tex,38,胡萝卜所,晓月篇,叹息海,7.3,6.1,,,,张望,/lookout,064022.tex,胡萝卜所是专门为了人类建立的区域之一，兔兔族将这里调整成了适宜人类生存的环境。胡萝卜所同时也是胡萝卜的主要产地，最佳区域提供给最棒的人类，搭配世界上最完美的食物胡萝卜。世界上烦心事虽多，但是只要明天还有胡萝卜吃，那就都不是事儿！,,daibu
081788.tex,081288.tex,39,最伟大的森林,晓月篇,叹息海,35.9,9.3,,,,张望,/lookout,064022.tex,冠以“最伟大的森林”之名的人工森林区域。月面的兔兔族为了移居到月球的人类有地方散心而特地准备的森林区域……虽然设计时主旨是这样的没错，然而最伟大的森林从头到脚没有一个地方符合人类对“森林”这个词的认知。算了算了，人有失足马有失蹄，谁都会有点失误，对吧？,,daibu
081789.tex,081289.tex,40,海姆达尔级观察艇残骸,晓月篇,叹息海,34.3,29.4,,,,张望,/lookout,064022.tex,为了监视禁锢龙神巴哈姆特的巨型封印装置，古代亚拉戈文明发射了海姆达尔级观察艇。这艘观察艇曾盘旋在近月轨道上，近距离监视卫月。第七灵灾发生时，海姆达尔级观察艇随着卫月一同被激活。启动的海姆达尔级观察艇试图阻止卫月的异动，因此被击沉后坠落在此地。,,daibu
081790.tex,081290.tex,41,监视者之馆,晓月篇,叹息海,13.5,32.6,,,,张望,/lookout,064022.tex,悄然佇立在叹息海一角的监视者之馆是月面监视者的居所。盘旋在建筑外侧，包裹了整座建筑物的螺旋状以太传导板给人一种似曾相识的既视感。这种鲜明的建筑风格让人过目难忘。是在谁的回忆里吗？还是哪处的海底倒影？似乎在某个地方曾见过风格近乎一样的建筑……,,daibu
081791.tex,081291.tex,42,斯提格玛一,晓月篇,天外天垓,32.6,29.9,,,,张望,/lookout,064022.tex,于瓦铭癸己重现踪迹的机械文明最高意志决定装置，即整个机械文明的首脑。在遥远的过去，它曾经拥有的名字是战争战略母机“阿尔法一”，然而阿尔法一在那场战争中受到了致命伤，它启用“斯提格玛一”这个称呼，标记它已经受损报废。,twtg,daibu
081792.tex,081292.tex,43,瓦铭癸己,晓月篇,天外天垓,33.6,26.8,,,,张望,/lookout,064022.tex,在星海中翱翔的梅蒂恩们发现的“第16个文明”。这片区域重现的有可能是她们发现这个星球时，机械文明的母星阿尔法坦星最后的样子，亦或有可能重现的是阿尔法坦星人侵略其他星球时建立的前哨基地，由于情报的不足，不能确认的部分太多，所以很难断言。,,daibu
081793.tex,081293.tex,44,瓦铭丙,晓月篇,天外天垓,18.7,13.8,,,,张望,/lookout,064022.tex,在星海中翱翔的梅蒂恩们发现的“第3个文明”。这片区域重现了当地种族生活的地方，该种族自称为“异亚”。异亚是一种通过舍弃肉体转化为精神体而获得了永生的种族。无尽的研究无尽的智慧却败在了宇宙不容动摇的终结之下，无法动摇宇宙终结的结果，找不到前路的异亚们因此而陷入了绝望。,,daibu
081794.tex,081294.tex,45,瓦铭癸辛,晓月篇,天外天垓,8.9,18.1,,,,张望,/lookout,064022.tex,在星海中翱翔的梅蒂恩们发现的“第18个文明”。这片区域所重现的文明在当时受到了来自阿尔法坦星的生命体侵略，在与阿尔法坦机械文明进行过一系列激烈交锋之后，落败的第18个文明走向了毁灭。在一切发生之前，这里的天空和大地曾经属于高洁的龙族。,,daibu
081795.tex,081295.tex,46,瓦铭甲,晓月篇,天外天垓,23,27.2,,,,张望,/lookout,064022.tex,在星海中翱翔的梅蒂恩们发现的“第1个文明”。这片区域重现的场景正是构成梅蒂恩的一员降落到这个星球时的情景。这座城市已经人去楼空，楼宇间一个活物也不剩。只有那些仿佛在转眼间就会归来，有人曾在却已然逝去的痕迹，以及茕茕孑立的孤单留在此地。,,daibu
